name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rs0067,0.037,0.332,0.058,0.024,1.95,0.134,-99.0,0.243,-99.0,20.572,0.095,1.749,0.101,-99.0,0.455,0.33,142.0909,0.176,-99.0,-99.0,3.5,18.291,16.81,17.856,0.536,1.779,0.139,-99.0,17.646,0.58,0.587,10.24,-99.0,0.088,2.87,3.763,1.627,1.423,8.47,-99.0,6836.0,-99.0,0.062,-17.268,2.672,17.282,0.603,0.077,0.111,6836.0,0.15,-99.0,0.054,15.162,19.446,0,0.0,0.0,0.3,1,0,0,0.0,ALFALFA,2.72,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0068,0.037,0.372,0.058,0.024,-99.0,0.134,-99.0,0.243,-99.0,20.279,0.095,2.4337,0.083,-99.0,0.187,0.331,142.1256,0.176,-99.0,15.163,7.52,17.717,16.243,17.197,0.574,1.745,-0.093,-99.0,16.922,0.25,0.588,21.47,-99.0,0.03,2.916,3.747,1.744,1.542,8.75,-99.0,6722.55,-99.0,0.086,-17.894,2.576,16.919,0.604,0.077,0.179,6730.8,0.096,0.391,0.043,-99.0,18.948,1,0.0,0.0,0.36,0,0,0,0.0,AO,0.35,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0069,0.028,0.237,0.043,0.018,0.44,0.1,15.516,0.181,-99.0,19.426,0.071,4.912,0.039,0.395,0.339,0.247,142.3117,0.132,-99.0,-99.0,7.13,17.687,16.695,17.31,0.377,1.45,-0.04,14.873,16.98,0.27,0.439,16.95,0.196,0.14,2.392,3.158,1.319,1.179,8.29,-99.0,5346.0,-99.0,0.039,-17.236,2.216,17.022,0.45,0.057,0.054,5346.0,0.099,-99.0,0.024,16.023,18.698,0,0.0,0.0,0.39,0,0,0,0.0,AO,1.65,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0070,0.021,0.217,0.033,0.013,0.334,0.076,15.112,0.138,-99.0,19.114,0.054,0.3555,0.074,0.282,0.306,0.188,142.3566,0.1,-99.0,15.404,4.42,17.376,16.224,17.082,0.35,1.432,-0.118,-99.0,16.916,0.52,0.334,8.85,-99.0,0.032,2.373,3.157,1.291,1.158,8.41,-99.0,5696.08,-99.0,0.024,-17.571,2.216,16.744,0.343,0.044,0.045,5695.5,0.075,0.423,0.035,15.285,18.365,1,0.0,0.0,0.85,0,0,0,0.0,ALFALFA,3.39,0.11,10.11,0,0.0,11.01,26206.0,16.3,9.86,0,0.0,1,0.0,0.0,0.0,1
rs0071,0.062,0.721,0.097,0.04,0.165,0.225,13.927,0.409,14.051,22.098,0.16,2.0708,0.046,0.259,0.204,0.556,142.3592,0.297,0.116,15.362,2.89,17.907,15.373,17.006,1.058,2.352,-0.036,14.625,16.573,0.85,0.99,6.68,0.081,0.033,3.837,4.732,2.542,2.205,9.39,-99.0,6601.28,-99.0,0.248,-18.163,3.247,16.26,1.017,0.13,0.252,6599.3,2.427,0.117,0.023,14.328,18.869,1,0.0,0.0,0.05,1,0,0,0.0,AO,0.46,0.0,0.0,1,12.01,13.12,21955.0,0.0,0.0,0,0.0,1,10308.0,13.21,12.01,0
rs0072,0.059,0.697,0.093,0.038,0.25,0.214,13.718,0.39,14.123,21.667,0.152,2.2016,0.126,0.165,0.389,0.529,142.4414,0.283,0.197,15.08,2.29,17.927,15.121,17.028,1.036,2.481,-0.061,14.03,16.555,0.92,0.942,4.48,0.477,0.095,4.035,4.992,2.59,2.25,9.41,-99.0,7093.9,-99.0,0.205,-18.202,3.438,16.141,0.967,0.123,1.65,6831.9,0.754,0.184,0.295,14.076,18.496,0,0.0,0.0,0.25,1,0,0,0.0,ALFALFA,2.71,0.0,0.0,1,12.01,13.12,21955.0,0.0,0.0,0,0.0,1,10308.0,13.21,12.01,0
rs0073,0.06,0.588,0.095,0.039,-99.0,0.219,-99.0,0.398,-99.0,22.875,0.155,2.144,0.066,-99.0,0.407,0.541,142.4556,0.289,-99.0,15.261,5.52,18.225,16.816,17.4,0.84,2.032,0.005,-99.0,16.997,0.75,0.962,18.11,-99.0,0.041,3.355,4.129,2.163,1.911,8.85,-99.0,7093.9,-99.0,0.211,-17.929,2.806,17.072,0.988,0.126,0.719,7131.7,2.387,0.189,0.055,-99.0,19.779,0,0.0,0.0,0.31,1,0,0,0.0,ALFALFA,2.85,0.0,0.0,1,12.01,0.0,0.0,0.0,0.0,0,0.0,0,10308.0,13.21,12.01,0
rs0074,0.057,0.626,0.089,0.036,0.223,0.206,14.836,0.375,14.215,22.705,0.146,2.1607,0.043,0.67,0.396,0.51,142.4718,0.272,0.342,15.917,6.84,17.599,15.936,16.87,0.898,2.093,-0.01,-99.0,16.445,0.65,0.907,16.03,-99.0,0.084,3.426,4.184,2.231,1.958,9.19,-99.0,7093.9,-99.0,0.165,-18.396,2.851,16.327,0.931,0.119,0.368,6979.7,0.886,0.277,0.167,15.013,18.81,0,0.0,0.0,0.35,1,0,0,0.0,ALFALFA,2.88,0.0,0.0,1,12.01,0.0,0.0,0.0,0.0,0,0.0,0,10308.0,13.21,12.01,0
rs0075,0.051,0.705,0.08,0.033,-99.0,0.185,-99.0,0.336,13.122,21.404,0.131,2.2804,0.157,-99.0,0.154,0.456,142.4731,0.244,0.205,13.794,4.29,16.477,14.271,15.669,1.032,2.276,-0.05,12.612,15.207,0.9,0.812,13.63,0.498,0.022,3.71,4.525,2.466,2.139,9.97,-99.0,7093.9,-99.0,0.099,-19.53,3.091,14.975,0.834,0.106,0.579,6855.2,2.624,0.131,0.029,-99.0,18.192,0,0.0,0.0,0.17,1,0,0,0.0,GBT,1.5,0.0,0.0,1,12.01,13.12,21955.0,0.0,0.0,0,0.0,1,10308.0,13.21,12.01,0
rs0077,0.033,0.32,0.051,0.021,0.294,0.118,11.649,0.215,11.266,16.113,0.084,4.144,0.022,0.128,0.026,0.292,142.563,0.156,0.325,12.135,18.99,14.048,12.839,13.602,0.486,1.557,-0.134,11.346,13.387,0.83,0.52,41.24,0.503,0.021,2.581,3.315,1.51,1.344,9.85,-99.0,5146.58,-99.0,0.021,-20.89,2.291,13.242,0.534,0.068,0.074,5154.9,0.015,0.344,0.021,11.8,15.072,1,0.0,0.0,6.95,0,0,0,0.0,ALFALFA,2.34,0.06,11.43,1,11.36,11.67,21986.0,1.51,11.37,0,1.73,1,11820.0,11.53,11.36,0
rs0078,0.031,0.454,0.048,0.019,0.251,0.11,14.716,0.201,-99.0,19.891,0.078,4.6259,0.043,0.359,0.309,0.273,142.8163,0.146,-99.0,15.702,8.93,17.325,15.776,16.776,0.674,1.811,-0.066,14.681,16.46,0.37,0.485,19.45,0.211,0.024,2.972,3.73,1.835,1.615,8.83,-99.0,5233.98,-99.0,0.021,-17.746,2.569,16.375,0.498,0.064,0.108,5253.0,0.049,0.264,0.023,14.86,18.595,1,0.0,0.0,0.38,0,0,0,0.0,GBT,0.82,0.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0079,0.025,0.343,0.039,0.016,0.734,0.089,15.084,0.162,-99.0,19.901,0.063,4.3432,0.087,1.223,0.682,0.22,142.8539,0.117,-99.0,-99.0,12.55,17.79,16.801,17.295,0.531,1.674,0.09,-99.0,17.012,0.33,0.391,34.91,-99.0,0.046,2.757,3.559,1.614,1.426,8.45,-99.0,5233.98,-99.0,0.071,-17.252,2.476,17.137,0.402,0.051,0.146,5383.8,0.073,-99.0,0.036,15.7,18.998,0,0.0,0.0,1.31,0,0,0,0.0,ALFALFA,2.32,0.1,11.61,0,0.0,12.13,22016.0,0.0,11.51,0,0.0,1,0.0,0.0,0.0,0
rs0080,0.027,0.756,0.042,0.017,-99.0,0.098,-99.0,0.178,10.224,18.92,0.069,4.5001,0.021,-99.0,0.02,0.242,142.9234,0.129,0.034,11.137,7.25,13.91,11.697,13.103,1.107,2.483,-0.043,10.494,12.689,0.95,0.431,25.93,0.046,0.021,4.062,4.99,2.687,2.335,10.77,-99.0,5233.98,-99.0,0.021,-21.4,3.411,12.402,0.442,0.056,0.027,5248.5,0.132,0.053,0.021,-99.0,15.619,1,0.0,0.0,0.31,1,0,0,0.0,ALFALFA,2.55,0.0,11.61,1,11.49,12.13,22016.0,0.0,11.51,0,0.0,1,11851.0,12.18,11.49,0
rs0081,0.027,0.263,0.042,0.017,0.237,0.096,15.238,0.175,-99.0,19.485,0.068,1.0568,0.045,0.205,0.296,0.237,142.9445,0.127,-99.0,-99.0,4.28,17.639,16.27,17.272,0.419,1.525,-0.029,-99.0,17.078,0.45,0.422,9.21,-99.0,0.026,2.49,3.277,1.383,1.228,8.59,-99.0,6958.67,-99.0,0.029,-17.842,2.312,16.947,0.433,0.055,0.051,6960.5,0.085,-99.0,0.025,15.39,18.644,1,0.0,0.0,0.29,0,0,0,0.0,AO,0.57,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0082,0.023,0.24,0.036,0.014,0.261,0.082,14.996,0.149,-99.0,19.272,0.058,3.8027,0.106,0.668,0.388,0.203,143.0549,0.108,-99.0,-99.0,7.12,17.325,16.048,16.964,0.38,1.443,-0.1,14.934,16.817,0.59,0.361,13.4,0.224,0.025,2.448,3.217,1.385,1.245,8.67,-99.0,6969.07,-99.0,0.025,-18.134,2.212,16.583,0.371,0.047,0.065,6965.6,0.054,-99.0,0.023,15.589,18.244,1,0.0,0.0,0.37,0,0,0,0.0,GBT,0.7,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs0083,0.044,0.242,0.068,0.028,-99.0,0.158,-99.0,0.288,-99.0,18.428,0.112,2.5481,0.393,-99.0,-99.0,0.391,143.0959,0.209,-99.0,-99.0,20.1,16.71,-99.0,16.386,0.393,1.536,-0.125,-99.0,16.232,0.52,0.695,41.37,-99.0,0.143,2.525,3.362,1.381,1.23,8.67,-99.0,5051.36,-99.0,0.223,-18.108,2.373,15.903,0.714,0.091,0.426,5037.5,0.518,-99.0,0.19,-99.0,17.423,1,0.0,0.0,3.31,0,0,0,0.0,ALFALFA,2.42,0.06,11.06,0,0.0,11.29,20244.0,6.58,11.06,0,0.0,1,0.0,0.0,0.0,0
rs0084,0.02,0.489,0.031,0.013,0.786,0.073,14.622,0.132,14.495,19.823,0.051,3.1233,0.035,0.111,0.162,0.179,143.4691,0.096,0.337,15.321,5.44,17.402,15.779,16.828,0.737,1.919,0.006,14.61,16.57,0.42,0.319,11.39,0.093,0.025,3.084,3.876,1.902,1.655,9.17,-99.0,6710.33,-99.0,0.025,-18.183,2.711,16.335,0.327,0.042,0.096,6732.0,0.038,0.204,0.024,14.623,18.685,1,0.0,0.0,0.18,0,0,0,0.0,AO,0.37,0.02,0.0,1,12.03,10.98,26209.0,2.96,0.0,0,2.8,1,13698.0,11.17,12.03,0
rs0085,0.024,0.262,0.038,0.015,0.32,0.088,13.424,0.16,13.445,17.437,0.062,2.4772,0.023,0.423,0.121,0.217,143.5018,0.116,0.344,13.997,12.39,15.487,14.512,15.103,0.406,1.439,-0.048,14.041,14.893,0.66,0.386,28.57,0.513,0.022,2.44,3.164,1.407,1.263,9.15,-99.0,4708.28,-99.0,0.056,-19.156,2.163,14.724,0.396,0.051,0.033,4716.3,0.023,0.179,0.025,13.649,16.394,1,0.0,0.0,1.76,0,0,0,0.0,ALFALFA,2.66,0.09,10.91,1,11.18,11.2,22112.0,6.08,10.91,0,5.79,1,11941.0,11.23,11.18,0
rs0086,0.024,0.3,0.038,0.016,0.181,0.088,14.635,0.16,-99.0,18.871,0.063,0.3838,0.228,0.416,0.541,0.218,143.5171,0.116,-99.0,-99.0,15.25,16.936,16.081,16.368,0.46,1.518,0.059,-99.0,16.195,0.79,0.388,38.57,-99.0,0.034,2.578,3.323,1.519,1.359,8.95,-99.0,6845.4,-99.0,0.155,-18.695,2.264,15.954,0.398,0.051,0.282,6832.0,0.124,-99.0,0.054,15.059,17.873,1,0.0,0.0,1.2,0,0,0,0.0,ALFALFA,2.87,0.08,10.5,1,11.66,11.23,23714.0,4.53,10.29,1,4.23,1,13472.0,11.13,11.61,1
rs0087,0.022,0.285,0.035,0.014,0.101,0.08,11.267,0.145,11.244,15.662,0.057,0.2416,0.021,0.149,-99.0,0.197,143.544,0.105,0.03,12.04,8.0,13.921,-99.0,13.535,0.466,1.654,0.044,11.427,13.365,0.6,0.351,17.85,0.034,0.022,2.541,3.391,1.353,1.172,9.69,-99.0,4661.25,-99.0,0.021,-20.68,2.504,13.189,0.361,0.046,0.026,4647.4,0.016,0.017,0.021,11.499,14.77,1,0.12,4.62,4.61,0,1,1,1.71,ALFALFA,2.86,0.12,11.22,1,11.14,12.03,20263.0,0.0,10.96,1,4.54,1,10190.0,11.61,11.06,0
rs0088,0.022,0.196,0.035,0.014,0.209,0.081,13.932,0.147,-99.0,17.479,0.057,0.2579,0.08,0.252,-99.0,0.2,143.5435,0.107,-99.0,14.684,7.66,15.998,-99.0,15.689,0.321,1.383,-0.046,13.696,15.568,0.52,0.356,15.56,0.173,0.051,2.188,2.951,1.125,1.0,8.69,-99.0,4661.25,-99.0,0.022,-18.476,2.147,15.416,0.366,0.047,0.036,4536.5,0.03,0.372,0.024,14.044,16.736,1,0.09,1.78,4.61,0,1,1,1.78,ALFALFA,2.86,0.12,11.22,0,0.0,12.03,20263.0,0.0,10.96,0,0.0,1,0.0,0.0,0.0,0
rs0089,0.023,0.459,0.036,0.015,0.452,0.083,-99.0,0.151,11.956,16.623,0.059,0.0896,0.022,-99.0,-99.0,0.206,143.6427,0.11,0.367,12.459,11.54,14.658,-99.0,14.124,0.718,2.009,-0.129,11.757,13.829,0.52,0.366,28.64,0.08,0.021,3.059,3.949,1.768,1.509,9.85,-99.0,4661.25,-99.0,0.031,-20.13,2.899,13.623,0.376,0.048,0.098,4720.9,0.1,0.052,0.031,11.387,15.803,1,0.13,11.49,10.96,0,1,1,6.48,ALFALFA,3.13,0.13,11.22,1,11.14,12.03,20263.0,0.0,10.96,1,4.54,1,10190.0,11.61,11.06,0
rs0090,0.023,0.143,0.036,0.014,0.128,0.082,14.657,0.149,13.719,18.2,0.058,0.0462,0.033,0.225,-99.0,0.203,143.6543,0.108,0.342,15.116,7.01,16.54,-99.0,16.294,0.229,1.204,0.048,14.748,16.165,0.3,0.361,18.21,0.321,0.026,2.097,2.814,1.122,1.036,8.43,-99.0,4661.25,-99.0,0.026,-17.953,1.921,16.066,0.371,0.047,0.032,4707.7,0.043,0.273,0.031,14.742,17.397,1,0.07,6.2,10.11,0,1,1,5.84,GBT,1.82,0.1,11.22,0,0.0,12.03,20263.0,0.0,10.96,0,0.0,1,0.0,0.0,0.0,0
rs0091,0.018,0.712,0.028,0.011,0.136,0.064,12.241,0.117,12.211,20.236,0.046,3.0964,0.022,0.126,0.124,0.159,143.6907,0.085,0.136,12.475,5.06,15.503,13.528,14.752,1.042,2.293,-0.014,12.193,14.374,0.84,0.282,21.25,0.201,0.021,3.736,4.562,2.486,2.156,10.29,-99.0,6886.9,-99.0,0.026,-20.298,3.118,14.074,0.29,0.037,0.094,6888.9,0.213,0.239,0.021,12.409,17.029,1,0.0,0.0,0.26,1,0,0,0.0,GBT,1.91,0.0,12.11,1,12.21,11.58,23967.0,2.4,12.11,0,2.28,1,13696.0,11.7,12.21,0
rs0092,0.022,0.411,0.035,0.014,0.285,0.081,13.398,0.147,12.784,18.849,0.057,4.6904,0.023,0.516,0.148,0.199,143.764,0.106,0.516,14.74,6.24,16.454,15.039,15.964,0.631,1.803,0.064,13.801,15.691,0.45,0.354,18.84,0.154,0.027,2.955,3.77,1.782,1.562,9.37,-99.0,6789.59,-99.0,0.023,-19.077,2.619,15.512,0.364,0.046,0.076,6792.5,0.032,0.209,0.021,13.989,17.653,1,0.0,0.0,0.47,0,0,0,0.0,AO,1.61,0.07,11.05,1,10.87,11.14,24029.0,5.94,10.85,0,5.67,1,13753.0,11.25,10.87,0
rs0093,0.02,0.339,0.031,0.013,0.073,0.072,12.866,0.131,13.054,17.379,0.051,4.0167,0.043,0.172,0.176,0.179,143.9687,0.095,0.524,13.692,8.89,15.507,14.055,15.076,0.52,1.622,-0.089,13.462,14.859,0.71,0.318,20.7,0.386,0.031,2.622,3.375,1.52,1.339,9.37,-99.0,5302.99,-99.0,0.031,-19.417,2.376,14.687,0.326,0.042,0.039,5304.8,0.042,0.274,0.023,13.374,16.537,1,0.0,0.0,2.31,0,0,0,0.0,ALFALFA,2.33,0.08,11.42,1,11.33,11.32,22217.0,4.26,11.4,0,4.09,1,12038.0,11.28,11.33,0
rs0094,0.022,0.293,0.034,0.014,0.055,0.079,12.964,0.144,13.139,17.593,0.056,3.0116,0.045,0.396,0.124,0.195,144.0292,0.104,0.33,13.819,16.16,15.583,14.274,15.213,0.464,1.571,-0.034,13.335,15.019,0.25,0.347,36.31,0.275,0.028,2.639,3.434,1.532,1.361,9.23,-99.0,5429.24,-99.0,0.03,-19.346,2.367,14.801,0.357,0.045,0.041,5444.7,0.023,0.237,0.024,13.386,16.822,1,0.0,0.0,2.01,0,0,0,0.0,ALFALFA,2.64,0.09,11.04,1,10.65,11.28,22247.0,6.8,11.04,0,6.68,1,12066.0,11.24,10.65,0
rs0095,0.034,0.159,0.054,0.022,-99.0,0.124,-99.0,0.226,-99.0,18.519,0.088,1.1917,0.039,-99.0,-99.0,0.307,144.1116,0.164,-99.0,-99.0,5.68,17.02,-99.0,16.793,0.263,1.317,0.012,14.506,16.735,0.35,0.547,10.86,0.219,0.273,2.124,2.894,1.071,0.966,8.29,-99.0,4717.91,-99.0,0.022,-17.508,2.086,16.532,0.561,0.072,0.236,4705.4,0.042,-99.0,0.26,-99.0,17.794,1,0.0,0.0,1.73,0,0,0,0.0,ALFALFA,3.94,0.12,11.27,0,0.0,11.44,22680.0,3.96,11.25,0,0.0,1,0.0,0.0,0.0,0
rs0096,0.04,0.322,0.062,0.025,0.084,0.144,11.903,0.262,11.717,16.805,0.102,1.1166,0.022,0.094,0.212,0.355,144.1474,0.19,0.057,12.761,8.24,14.649,13.088,14.209,0.51,1.676,-0.094,12.023,13.973,0.64,0.632,24.61,0.145,0.037,2.684,3.508,1.518,1.33,9.59,-99.0,4717.91,-99.0,0.022,-20.143,2.5,13.769,0.649,0.083,0.027,4760.1,0.022,0.058,0.021,12.197,15.679,1,0.0,0.0,2.66,0,0,0,0.0,ALFALFA,3.86,0.14,11.27,1,11.3,11.44,22680.0,3.96,11.25,0,5.14,1,12493.0,11.35,11.3,0
rs0097,0.031,0.138,0.048,0.02,0.124,0.112,-99.0,0.204,13.089,17.071,0.079,0.4073,0.099,-99.0,0.493,0.277,144.166,0.148,0.156,14.282,10.92,15.524,14.376,15.264,0.223,1.208,-0.064,13.736,15.157,0.83,0.492,22.17,0.131,0.022,2.048,2.766,1.063,0.978,8.83,-99.0,4670.64,-99.0,0.022,-19.007,1.926,14.922,0.506,0.064,0.051,4674.3,0.019,0.531,0.026,13.7,16.349,1,0.0,0.0,1.68,0,0,0,0.0,ALFALFA,2.77,0.07,11.12,0,0.0,11.13,22681.0,2.11,10.91,0,0.0,1,0.0,0.0,0.0,0
rs0098,0.022,0.599,0.034,0.014,-99.0,0.079,13.484,0.143,13.483,20.221,0.056,2.7035,0.024,0.096,0.055,0.194,144.1696,0.104,0.164,14.336,6.58,16.945,14.964,16.272,0.913,2.279,-0.028,13.637,15.917,0.29,0.346,13.91,0.138,0.024,3.678,4.623,2.311,1.998,9.29,-99.0,5489.05,-99.0,0.022,-18.304,3.224,15.643,0.355,0.045,0.061,5491.5,0.078,0.123,0.022,-99.0,18.362,1,0.0,0.0,0.54,0,0,0,0.0,GBT,0.94,0.05,10.96,1,10.55,11.11,23948.0,7.68,10.96,0,7.96,1,13676.0,11.24,10.55,0
rs0099,0.026,0.196,0.04,0.016,-99.0,0.093,-99.0,0.169,-99.0,19.289,0.066,4.5201,0.079,-99.0,-99.0,0.23,144.2495,0.123,-99.0,-99.0,8.72,17.481,-99.0,17.131,0.315,1.378,-0.077,-99.0,16.93,0.39,0.41,16.39,-99.0,0.026,2.362,3.149,1.299,1.18,8.51,-99.0,6713.1,-99.0,0.025,-17.9,2.165,16.915,0.421,0.054,0.05,6712.0,0.046,-99.0,0.222,-99.0,18.498,1,0.0,0.0,0.62,0,0,0,0.0,ALFALFA,2.11,0.06,11.21,0,0.0,11.03,26210.0,5.09,11.1,0,0.0,1,0.0,0.0,0.0,0
rs0100,0.02,0.645,0.031,0.012,0.117,0.071,9.889,0.128,9.852,16.044,0.05,2.7591,0.032,0.03,0.177,0.175,144.4331,0.093,0.028,10.892,22.69,13.52,11.185,12.803,0.981,2.439,-0.12,10.141,12.398,0.5,0.311,55.85,0.032,0.024,3.72,4.684,2.262,1.926,11.05,-99.0,7065.06,-99.0,0.032,-22.302,3.403,12.113,0.319,0.041,0.05,7037.8,0.015,0.054,0.025,10.261,14.78,0,0.21,2.13,1.3,0,1,2,0.43,ALFALFA,2.77,0.11,12.15,1,12.22,12.77,20439.0,0.0,12.15,0,0.0,1,10321.0,12.83,12.22,0
rs0101,0.019,0.774,0.03,0.012,0.102,0.07,10.549,0.127,10.506,19.048,0.05,2.7476,0.024,0.053,0.014,0.173,144.4376,0.092,0.016,11.477,6.94,14.251,11.941,13.407,1.133,2.58,-0.05,10.703,12.969,0.65,0.308,28.48,0.019,0.021,4.216,5.152,2.769,2.41,10.85,-99.0,6609.01,-99.0,0.02,-21.564,3.516,12.675,0.316,0.04,0.1,6618.8,0.097,0.09,0.023,10.719,16.026,1,0.0,0.0,1.15,0,0,0,0.0,ALFALFA,2.7,0.08,12.95,1,13.01,12.38,22390.0,0.0,12.95,0,0.0,1,12206.0,12.43,13.01,0
rs0102,0.019,0.662,0.03,0.012,1.32,0.07,15.05,0.127,-99.0,22.633,0.05,2.736,0.069,0.154,0.236,0.173,144.4469,0.092,-99.0,-99.0,2.67,18.282,16.34,17.568,0.963,2.195,-0.032,-99.0,17.196,0.67,0.308,6.18,-99.0,0.03,3.578,4.378,2.346,2.045,9.03,-99.0,7065.06,-99.0,0.178,-17.56,2.995,16.98,0.316,0.04,0.188,7117.7,3.016,-99.0,0.035,15.653,19.491,0,0.0,0.0,0.57,0,0,0,0.0,ALFALFA,2.77,0.07,12.15,1,12.22,12.77,20439.0,0.0,12.15,0,0.0,1,10321.0,12.83,12.22,0
rs0103,0.02,0.532,0.031,0.013,-99.0,0.072,12.622,0.131,12.484,18.207,0.051,3.463,0.022,0.129,0.033,0.178,144.4895,0.095,0.086,13.507,8.99,15.832,13.992,15.23,0.82,2.14,-0.1,12.788,14.911,0.35,0.317,18.72,0.103,0.021,3.31,4.223,1.99,1.702,9.79,-99.0,6558.73,-99.0,0.023,-19.723,3.053,14.659,0.325,0.041,0.029,6555.7,0.095,0.057,0.023,-99.0,17.076,1,0.0,0.0,2.85,0,0,0,0.0,ALFALFA,2.8,0.11,11.91,1,11.95,11.56,22686.0,2.68,11.91,0,2.58,1,12497.0,11.48,11.95,0
rs0104,0.018,0.489,0.028,0.011,0.278,0.065,13.725,0.118,12.777,18.903,0.046,3.079,0.027,0.213,0.119,0.161,144.545,0.086,0.465,14.686,4.79,16.52,14.849,15.969,0.738,1.929,0.181,13.686,15.681,0.81,0.286,12.24,0.13,0.026,3.085,3.888,1.894,1.644,9.47,-99.0,6421.41,-99.0,0.034,-18.94,2.732,15.465,0.293,0.037,0.044,6452.2,0.067,0.218,0.021,14.127,17.738,1,0.0,0.0,0.08,1,0,0,0.0,GBT,0.71,0.0,12.25,1,12.29,11.09,23965.0,1.28,12.25,0,1.23,1,13692.0,11.3,12.29,0
rs0105,0.024,0.285,0.037,0.015,-99.0,0.086,14.651,0.156,-99.0,18.751,0.061,4.1526,0.039,0.28,0.295,0.212,144.5621,0.113,-99.0,14.865,11.54,16.893,15.827,16.54,0.453,1.574,-0.099,14.106,16.315,0.24,0.378,23.43,0.718,0.033,2.562,3.355,1.441,1.273,8.93,-99.0,6754.23,-99.0,0.022,-18.548,2.367,16.137,0.388,0.049,0.125,6918.6,0.042,0.248,0.024,-99.0,17.814,1,0.08,1.64,2.01,0,1,1,1.07,ALFALFA,2.4,0.12,11.16,1,11.17,11.84,23702.0,3.88,11.15,0,3.56,1,13464.0,11.84,11.16,0
rs0106,0.024,0.319,0.038,0.015,0.791,0.088,13.959,0.16,12.714,19.932,0.062,4.0805,0.111,0.621,0.898,0.217,144.5729,0.116,3.508,14.366,12.77,17.246,16.095,16.557,0.474,1.565,0.344,14.838,16.083,0.71,0.386,38.15,0.969,0.066,2.779,3.573,1.688,1.533,8.77,-99.0,6754.23,-99.0,0.224,-18.46,2.359,16.741,0.396,0.051,0.798,6686.3,0.217,0.604,0.158,15.387,17.795,1,0.07,2.05,5.91,0,1,1,2.05,ALFALFA,2.57,0.13,11.16,0,0.0,11.84,23702.0,3.88,11.15,0,0.0,1,0.0,0.0,0.0,0
rs0107,0.024,0.85,0.038,0.015,0.046,0.088,11.047,0.16,11.146,19.497,0.062,4.0942,0.033,0.055,0.076,0.217,144.5764,0.116,0.135,12.269,9.87,15.51,12.924,14.577,1.293,3.03,-0.222,11.431,14.084,0.41,0.386,30.38,0.03,0.023,4.787,5.828,3.05,2.606,10.51,-99.0,6754.23,-99.0,0.021,-20.441,4.071,13.736,0.396,0.051,0.174,6693.4,0.142,0.061,0.021,11.514,17.098,1,0.12,5.21,5.91,0,1,1,3.08,ALFALFA,2.57,0.13,11.16,1,11.16,11.84,23702.0,3.88,11.15,0,3.56,1,13464.0,11.84,11.16,0
rs0108,0.023,0.27,0.036,0.015,-99.0,0.083,14.014,0.15,13.833,18.564,0.059,4.0146,0.026,0.362,0.271,0.204,144.5993,0.109,0.194,14.592,3.76,16.359,14.94,15.978,0.42,1.505,-0.06,14.012,15.788,0.5,0.363,10.25,0.124,0.029,2.577,3.364,1.493,1.342,9.07,-99.0,6754.23,-99.0,0.021,-19.008,2.291,15.692,0.373,0.048,0.031,6615.0,0.036,0.247,0.021,-99.0,17.445,1,0.08,1.11,1.11,0,1,1,0.2,ALFALFA,2.31,0.07,11.16,1,11.16,11.84,23702.0,3.88,11.15,0,3.56,1,13464.0,11.84,11.16,0
